company_id,name,description,company_size,state,country,city,zip_code,address,url
988555,Shannon Waltchack,"We are a full service real estate firm that manages, brokers, develops, and acquires Real Estate across the southeast, and are comprised of an experienced team of real estate professionals that provides a full array of services with well over 100 years of combined experience.

Our mission is to build wealth and create value for clients, investors and our team through strategic acquisition, effective management, and aggressive sales and leasing of commercial real estate.  We strive for each transaction to be as enjoyable as possible for all parties involved.

We started Shannon Waltchack in 2005 because we love finding, purchasing and owning real estate. We have always had a passion for value enhancing opportunities for our investors, many of whom have never owned or managed commercial real estate and actively seek out opportunities to partner with Brokers who find new opportunities.  Further, we are committed to improving our community and have been actively involved in helping revitalize Birmingham through creative redevelopment and adaptive reuse over the past 2 decades.  

Our services have expanded over the years to share our expertise with our current investors and other like-minded individuals and corporations, and we offer third-party brokerage, property and construction management, and investment services that can be tailored to each client's needs.

TCN Worldwide
Since 2014, Shannon Waltchack has been an affiliate of TCN Worldwide —a global network of independent commercial real estate firms with offices throughout the United States and abroad. This affiliation allows us to utilize a network of global resources, including an on-the-ground presence and research analytics in more than 200 different markets including over 800 brokers.",1.0,AL,US,Birmingham,35243,3800 Colonnade Parkway,https://www.linkedin.com/company/shannon-waltchack
1004269,International Bath and Tile,"Since 1979, our owner operated San Diego showroom has offered an artistic fusion of tile, stone, glass, plumbing fixtures and hardware which comes in a variety of styles and price points. We are considered industry leaders in the architectural plumbing, Tile, stone and door hardware space.  
Plumbtile.com is Our E-commerce store representing over 100 of the most sort after brands.
We are most proud of the relationships we have formed and continue to nurture with both our valued employees and vendor partners.  We have been in the industry for 40+ years  and always looking for great talent to join our growing enterprise. ",1.0,CA,US,San Diego,92111,7177 Convoy Court,https://www.linkedin.com/company/international-bath-and-tile
1051897,iWealth,"At iWealth our focus is on YOU. Helping you create a road map for achieving your financial goals and dreams
is our top priority.

 ■ iWealth was created to help you manage risk while you invest wisely and live well.

 ■ We believe in the “golden rule” of treating others how we would want to be treated. We believe in helping our clients not run out of money, manage risk and transfer wealth to who they feel appropriate.

 ■ We serve individuals and small businesses that are looking for clarity when it comes to their personal financial situations. People who need to find a team they can trust with integrity and transparency.

 ■ We consistently do an excellent job of serving others for the greater good of society. We believe we were put here to educate and protect family’s wealth.

 ■ Our clients can expect a highly customizable service with our firm. We will help them understand exactly where they are, where they are headed and how to get there. This will be done by reviewing ad implementing our “13 Wealth Management Issues” that our research has shown so valuable to our clients.",,MN,US,Waseca,56093,213 15th Ave NE,https://www.linkedin.com/company/iwealth
1102521,Rogue Ales & Spirits,"Rogue Ales & Spirits was founded in Oregon in 1988 as one of America’s first microbreweries. Rogue has won more than 2,000 awards for taste, quality and packaging, and is available in all 50 states as well as 54 countries. Proudly rooted in Newport Oregon, Rogue’s beers, spirits, cocktails, seltzers and sodas are a liquid ode to Oregon and the endless inspiration that its land, its sea and its people provide.",3.0,OR,US,Newport,97223,2320 OSU Drive,https://www.linkedin.com/company/rogue-ales
1194336,"Glastender, Inc.","Glastender Inc., is a family-owned company manufacturing in premier foodservice equipment in the USA.",3.0,Michigan,US,Saginaw,48604,5400 North Michigan,https://www.linkedin.com/company/glastender-inc
1481176,Downtown Raleigh Alliance,"Mission of the Downtown Raleigh Alliance (DRA): Advancing the vitality of Downtown Raleigh for everyone. The DRA facilitates this mission through five goals: 1) Build a culture of authentic engagement and inclusion with Downtown’s diverse community; 2) Foster a thriving and diverse storefront economy; 3) Facilitate strategic partnerships to produce positive, balanced activations across Downtown; 4) Improve physical connectivity and accessibility within and around Downtown; 5) Position the DRA as a reliable, responsive, representative, and mission-directed.",1.0,North Carolina,US,Raleigh,27601,333 Fayetteville St,https://www.linkedin.com/company/downtownraleighalliance
1832363,Fidelity National Title / Law Firm,,,0,0,0,0,0,https://www.linkedin.com/company/fidelity-national-title-law-firm
2610793,"I.T. Solutions, Inc.","itsoli is a Consulting and Professional Services firm that provides the in-depth expertise your business needs and the flexibility your changing environment requires to help you succeed.

As dedicated IT practitioners, we specialize in helping companies with their planning, delivery, and transformation challenges. By combining technical, functional, and business expertise, we deliver results that drive innovation.",3.0,California,US,San Mateo,94402,1670 S Amphlett Blvd,https://www.linkedin.com/company/i-t-solutions-inc-
2695283,Einbinder & Dunn LLP,"Einbinder & Dunn LLP concentrates its practice in the areas of franchise law, business law, commercial litigation and real estate law with clients from many sectors of the economy, ranging in size from the largest in their industries to start-up entrepreneurs. The firm handles complex and large scale litigations and substantial corporate and real estate transactions.

Ultimately, the firm's extensive experience in these often interrelated practice areas and in working for clients with diverse interests, results in attorneys who see, plan and take the next steps based upon a broader understanding of each individual client's needs. 

This is the broad experience and impeccable client service that is responsible for the new, creative solutions that have become synonymous with the name Einbinder & Dunn LLP.",1.0,NY,US,New York,10016,112 Madison Avenue,https://www.linkedin.com/company/einbinderdunn
2737686,"Thorpe Design, Inc.","Thorpe Design, Inc. is a full service fire sprinkler systems contractor for residential and commercial buildings serving the states of California, Idaho and Tennessee. We offer owners, builders and architects a pre-designed fire sprinkler system, allowing for quality, accuracy and on time delivery. The system will be custom tailored to meet your needs and budget constraints.

We are highly regarded among our peers and counter parts enabling us to build a good working rapport with the authorities having jurisdiction as well as offering guidance for budgeting, contract awards and scheduling.

A combination of working experience and desire to serve your needs will provide you with an economical system which will fit into your construction schedule avoiding conflicts and delays. We look forward to serving your future fire sprinkler system requirements.

Thorpe Design, Inc. has been a licensed Fire Protection Contractor since 1986.",2.0,CALIFORNIA,US,Brentwood,94513,"410 Beatrice Ct, Suite A",https://www.linkedin.com/company/thorpe-design-inc-
2774458,Corcoran Sawyer Smith,"With years of experience helping local buyers and sellers just like yourself, we know how to locate the finest properties and negotiate the best deals. It's our
job to know about the latest market conditions, government regulations, and upcoming developments — so that you don't have to.",2.0,NJ,US,Jersey City,07302,242 Tenth Street,https://www.linkedin.com/company/corcoran-sawyer-smith
3810432,OsteoStrong,"Our mission at OsteoStrong is to help you improve bone health, increase strength, and improve your balance naturally. OsteoStrong is designed to benefit anyone but most notably benefits people who want to improve the following:

Skeletal Strength
Athletic Performance
Joint and back pain
Flexibility
Agility
Posture
Balance
Strength",2.0,TX,US,Houston,77095,8524 Highway 6 North,https://www.linkedin.com/company/osteostrong
3857972,BWE Home Theater,"Established in 1989, BWE Home Theater is a family-owned-and-operated custom electronics integrator, and has been serving the Central Valley for over 20 years. We offer unparalleled customer service and support. Our focus is customer driven, and we delight in providing the latest technology at competitive prices.

- Surround Sound
- Theater Rooms
- Hanging Flat Panel TVs
- Home Automation
- Multi-Room Music
- Lighting & Climate Control
- IP Control of Most Systems (Single Room or Whole House using iPhone, iPad or Android Devices).
- And More...",,CA,US,Fresno,93726,4920 E. Ashlan Ave,https://www.linkedin.com/company/bwe-home-theater
4028816,United Methodists of Greater New Jersey,"We equip spiritual leaders to make disciples and grow vital congregations to transform the world.

The Greater New Jersey Conference of the United Methodist Church (GNJ) is the regional body and central office for professional staff and ministry for the more than 530 congregations in New Jersey and parts of New York and Pennsylvania.

There are more than 50,000 people who worship with us each week. GNJ is one of 57 annual conferences in the United States and 76 additional annual conferences internationally. There are more than 12 million United Methodists throughout the world.",4.0,New Jersey,US,Neptune,07753,205 Jumping Brook Rd,https://www.linkedin.com/company/greater-new-jersey-annual-conf
4033304,Harlingen Country Club,"Located in sub-tropical south Texas, Harlingen Country Club is a special place to enjoy year-round activities.  It is a member-owned club offering a host of amenities and featuring the area's premiere 18-hole golf course.  It is a place to socialize with fellow members, hold family occasions and entertain guests.  Members may enjoy a quiet dining experience, or a full calendar of social events.  For those active or just relaxing, Harlingen Country Club cultivates an enjoyable lifestyle with a strong community of friends and neighbors.",1.0,Texas,US,Harlingen,78552-8999,5500 El Camino Real,https://www.linkedin.com/company/harlingen-country-club
4273342,Genlabs Corp,GENLABS  Manufacturing & Contract Packaging: Formulating Manufacturing & Packaging Quality Chemical Products For Over 30 Years.,1.0,California,US,Chino,91710-9041,5568 Schaefer Ave,https://www.linkedin.com/company/genlabs-corp
4285947,Premier Family Clinic,"Premier Family Clinic is a hospital & health care company based out of 3646 Chamblee Tucker Rd, Atlanta, Georgia, United States.",1.0,Georgia,US,Atlanta,0,0,https://www.linkedin.com/company/premier-family-clinic
5079435,Atrium Centers,"Atrium Centers is an award-winning, 100% employee-owned skilled nursing provider, offering short-term, post-acute rehabilitation and long-term nursing care in Ohio, Michigan, Wisconsin and Kentucky. 

With every team member deeply invested in our success, we take an all-hands, all-hearts, approach to delivery top-notch care-- from billing to bedside. 

We are an integral part of the communities we serve, many of them rural, and our mission is to be a bright light in the lives of our residents and families, by delivery compassionate care and clinical excellence in the place they call home. 

Our senior leadership has dedicated their entire careers to long-term care. This work is not just our livelihood- it's our life. And all of us at Atrium Centers-- clinical, administrative, nutrition, housekeeping, grounds and support staff- believe that caring for our patients and residents is a privilege. We treat the dignity of each person in our care as sacred. And we make humanity the heart of every interaction.  


",5.0,Ohio,US,Columbus,43231,2550 Corporate Exchange Dr,https://www.linkedin.com/company/atrium-centers
6482450,Pierce Refrigeration,"Pierce is a full service HVAC and commercial refrigeration company.  We sell, install, and repair heating systems, including gas and oil furnaces, boilers, radiant, geothermal, and hybrid heat. We provide central and ductless air conditioning systems as well as indoor air quality products.  Call us for air purifiers, ventilators, and humidifiers.  With over 75 years experience servicing Southeastern Massachusetts, we are the experts in home comfort.  We are available for emergency services 24 hours a day.",1.0,MA,US,West Bridgewater,02379,439 E Center St,https://www.linkedin.com/company/pierce-refrigeration
6556800,Lynx Systems,"Lynx Systems is a division of Micro Technology Services Inc. (MTSI).  Leading the market in duress and mass notification, Lynx offers both on-premise and cloud-based solutions.",1.0,TX,US,Richardson,75081,"1819 Firman Dr., #137",https://www.linkedin.com/company/lynxsystems
8577252,Revesco Properties,"Revesco Properties is a focused, nimble and responsive boutique real estate investment and management firm. We focus exclusively on well located yet often underperforming retail real estate assets in targeted U.S. and Canadian markets.",1.0,CO,US,Denver,80211,2731 17th Street,https://www.linkedin.com/company/revesco-properties
8849197,Food Bank of Alaska,"No excuse for hunger.

With this core belief and a commitment to preventing good food from being wasted, a small group of Anchorage church and community volunteers organized Food Bank of Alaska in 1979 to serve the entire state.

Our role is unique. Food Bank of Alaska works with food industry partners to salvage food that would otherwise go to waste from grocery stores, wholesalers, producers, farmers, and the fishing industry. We also collect food donated by community members and administer government food programs. This food is then shipped statewide to 150 partner food pantries, soup kitchens, senior centers, and children’s programs feeding their hungry neighbors.

Currently 1 in 8 Alaskans, including 1 in 6 children, struggles with hunger. Your generosity makes it possible for Food Bank of Alaska to feed hungry children, families and seniors.",1.0,AK,US,Anchorage,99501,2192 Viking Drive,https://www.linkedin.com/company/food-bank-of-alaska
9900162,Headquarters Barbershop,"Headquarters Barbershop is a consumer services company based out of 6413 Whittier Blvd, Los Angeles, California, United States.",1.0,California,US,Los Angeles,0,0,https://www.linkedin.com/company/headquarters-barbershop
10104312,Dynamic SRG,"We are a boutique fundraising firm comprised of experienced professionals who provide fundraising and strategic services for progressive candidates and organizations.

By leveraging the relationships we have built over decades, we can help you maximize the effectiveness of your fundraising efforts. Whether you’re a political candidate, non-profit, or government relations organization, we can utilize our years of fundraising services experience to help you achieve your goals. All of our clients are unique. We understand that. That is why we work closely with our select group of clients to design personalized fundraising plans based on individual needs.  By listening carefully and thinking creatively, we exceed expectations. Let us know how we can help you achieve your fundraising success.


What We Do

Dynamic SRG provides specialized fundraising services based on each individual client’s needs. Some of the services we provide include:

        Identifying and recruiting key prospects as well as leveraging existing relationships
        Scheduling and planning fundraising meetings and events in New York City, and providing staff support   as needed for all such events
        Composing detailed briefings for all events
        Providing call sheets with contact information of potential donors, and providing staff support for call time
        Updating donor database to track all fundraising activities
        Providing a Manhattan office for fundraising calls, meetings, and any other needs
        Leveraging relationships with elected officials and prominent New Yorkers
        …and much more

Please contact us for a personalized proposal on how we can best assist your fundraising needs.",,NY,US,New York,0,0,https://www.linkedin.com/company/dynamic-srg
10213128,"City of Germantown, TN","Germantown offers residents a safe, attractive and energetic community. The City of Germantown, its elected officials and its employees stand ready to provide assistance and quality services are fully committed to making Germantown a great place to live. 

Need more information? Contact our friendly customer service representatives at (901) 757-7200 or CustomerService@Germantown-TN.gov.

Employment with the City of Germantown offers opportunities for personal and professional growth. If you are interested in becoming a part of our organization, review our benefits page. Current job openings are posted as they become available at https://www.governmentjobs.com/careers/germantown

The City of Germantown is an Equal Opportunity Employer committed to an alcohol/drug-free workplace and to providing equal opportunities regardless of race, sex, color, religion, national origin, age or disability.

The Human Resources office is located inside Germantown Municipal Center, 1930 South Germantown Road, at the intersection of Germantown Road and Farmington Boulevard. The office is open Monday through Friday, 8 a.m. to 5 p.m. For more information, contact the Human Resource department at HRmailbox@Germantown-TN.gov or (901) 757-7250.",3.0,TN,US,Germantown,38138,1930 S. Germantown Road,https://www.linkedin.com/company/city-of-germantown
10378739,"Executive Cleaning Services, Inc","Doug Barrett started the business in 1986 while an engineering student at the University of Nebraska at Omaha. He started the business to put himself through college. The business grew rapidly as he offered quality and reliable services to his customers and within 3 years he pursued managing the business full-time. Our business was built upon integrity- offering quality, dependable cleaning services at an honest price. We endeavor to do everything with a spirit of excellence, from our customer service to the professional image of our company.

We have thousands of satisfied customers, many of whom we have served for over 20 years, offering them quality cleaning services as different cleaning needs arise in their homes or businesses. From interior services such as cleaning carpet, air ducts, windows, mirrors, blinds, and chandeliers to exterior services such as power washing and gutter cleaning our desire is to meet the needs of our customers. We also offer specialized installation of whole house air purification and gutter protection systems.

The company president's philosophy has always been steady business growth without compromising the quality of services offered.

""It's Detail that Makes Us Different""​ is not just our motto, but it's a foundation of our business that has set us apart from our competition. We look forward to being of service to you.",,Nebraska,US,Omaha,68137,4961 S 136th St,https://www.linkedin.com/company/executive-cleaning-services-inc
10510386,Revature,"Revature is a tech engineering services provider with a focus on talent enablement and talent transformation in both bespoke services and enterprise applications. The company works with Fortune 500 companies, government organizations, and top systems integrators to grow their business by providing highly trained Software Engineering teams. 

Our mission is to enable our clients to build their technology teams of tomorrow, today in a scalable and reliable manner by providing tailored talent and transformation solutions. Revature has deployed over 15,000 software engineers across 54 technical disciplines, recruited talent from 700 universities, and upskilled them to blue-chip companies throughout the U.S., Canada, UK and India. 

We have proudly committed to close the opportunity gap in tech and supporting the future of work.
",5.0,VA,US,Reston,20190,11730 Plaza America Dr,https://www.linkedin.com/company/revature
11008179,ABME,"ABME is a leading B2B marketing and media company specializing in providing C-level engagement with the world’s largest brands and executives. With a combined 50+ years of industry experience, and have created a community of some of the top technology executives in the world. Through these communities, we are able to deliver custom, results-oriented marketing solutions. Whether you’re looking to support your demand generation, relationship building, brand awareness, sales revenue, or market research, our custom events give you the tools and information you need to impact your target audience and ultimately your organizations bottom line.",1.0,0,US,New York,0,123 W 41st St,https://www.linkedin.com/company/abmmediagroup
11238451,POSHI,"Founded in 2009, Poshi is currently a leading healthy food and snacks company providing 100% shelf stable, all natural food and snacks through retail and food service.  

Having received recognition and awards internationally, the company is currently selling brands and products in over 15 countries, predominantly in North America, Europe, the Middle-East and Africa.  

Poshi’s portfolio of brands includes Dipin’, Oloves, Air Cheese, and 365 Protein Balls.  Operating from two offices in North America (New York and Florida), the company has international subsidiaries in Canada and Turkey and direct relationships with top quality all natural food suppliers, growers, and farmers worldwide.  

Committed to continuous innovation and improvement, Poshi provides quality vegetables in an accessible format to busy consumers seeking to maintain healthy lifestyles.

#eatposhi",,FL,US,Miami,33130,175 SW 7th Street,https://www.linkedin.com/company/poshi-llc
11825661,A.G.P./Alliance Global Partners,"A.G.P./Alliance Global Partners is a full-service, national investment firm and SEC registered broker-dealer for the past 39 years. A.G.P. has global reach with 11 locations across the United States. 

A.G.P. provides wealth management, institutional, and corporate services with access to wide array of products and offerings, including: investment advisory; fixed income; retail services and insurance; equity capital markets; debt capital markets; M&A; and sales and trading. A.G.P. also offers comprehensive sector-based research services. 

The A.G.P. team has participated in more than $20 billion in capital markets transactions as lead manager, co-manager or syndicate member and completed in excess of 300 public offerings as a deal manager.",2.0,0,US,New York,0,590 Madison Ave,https://www.linkedin.com/company/a-g-p-alliance-global-partners
14560773,PRM-TAIWAN,"PRM-TAIWAN is the number one Plastic and Rubber Machinery B2B platform in Taiwan. With our interactive B2B website, you will be able to find the machines for your business needs. 

If you don't know exactly what machinery, parts or raw material you are looking for; but know the final products you want to make just fill in the inquiry form with the information you can provide and we will do the hard work for you to find the most suitable solution! 

On our B2B website, you will find all sorts of different types of plastic and rubber industry related machinery, parts and components, auxiliary machines and integrated automation solutions, raw materials and additives. 

We have over 200 of the biggest and many of the smallest Taiwanese machinery manufacturers on our site and contacts with many more. Briefly; If it’s made in Taiwan, we will find it for you!

We also attend selected plastics and rubber industry exhibitions around the world regularly and provide up to date industry information on our B2B website that we observed from the international buyers and manufacturers. All this and more just one click away: PRM-TAIWAN, bringing the Taiwanese market into your feet.",1.0,Xitun District,TW,Taichung City,407,"Taiwan Boulevard Section 3, No. 660",https://www.linkedin.com/company/prm-taiwan
14773918,"REquipment Durable Medical Equipment and Assistive Technology Reuse Program, Inc.","REquipment provides refurbished, durable medical equipment and assistive technology to MA residents free of charge. We have an online inventory, and items can be requested through our website at www.dmereuse.org.  Delivery is available for a small fee.",,0,US,Methuen,0,0,https://www.linkedin.com/company/requipment-reuse-inc
16154524,Kona Medical Consulting,"Kona Medical Consulting is a medical practice or organization’s best friend. We are a full-scope medical consulting agency and white-labeled managed service organization. We can help with anything that a medical practice or medical organization needs, ranging from start-up and credentialing to billing and IT support with everything in between. We can also act as an interim white-labeled administrator for your practice. Our service lines are extensive and are led by medical-specific industry leaders.

In addition to medical practices, Kona Medical Consulting is well-versed in serving physician organizations, Accountable Care Organizations, Direct Contracting Entities, Home Care Agencies, and more, as a white-labeled managed service organization. Utilizing our economies of scale, we can provide superior services to your members on behalf of the organization.

We are the easiest consulting agency to work with. We do not have specific vendor relationships and are able to customize our services to the needs of your practice. As an extension of you, we can help to monitor every aspect of your practice, from analyzing the efficiency of your staff to managing your corporate bank account. 

Contact us today and learn how we can help each and every aspect of your business thrive.

Link to Website: www.konamedicalconsulting.com 

Link to Public Store:  https://1l.ink/LJBMNXV",2.0,Michigan,US,Detroit,48207,1111 Bellevue St,https://www.linkedin.com/company/kona-medical-consulting
18344349,ViaBot,ViaBot Inc. is a robotics startup building the next generation of utility robots.,1.0,California,US,Sunnyvale,94089,1283 Mountain View Alviso Rd,https://www.linkedin.com/company/viabot
19173111,Brady Insurance Group LLC,"Brady Insurance Group - Insuring Kokomo and All of Indiana!

Brady Insurance Group specializes in auto, home, life, business, commercial, and disability insurance, as well as Medicare supplements and annuities.

As a Kokomo native and IUK alumnus, I have been helping individuals with their finances for over 30 years within Central Indiana. Although I enjoy financial planning, my true calling is protecting people’s most valuable assets!

I know all about priceless assets because I consider myself one of the luckiest women alive. I am the proud mother of five beautiful daughters and grandmother to three grandchildren. I also have an amazing husband, Jon. This is the reason I find it so important for people to protect their most valuable assets--their selves and their families--with the best coverage.

I believe that everyone has a legacy and lifestyle worth protecting. It is my passion to help people make decisions that will allow them to preserve and protect their legacy at affordable prices. I am convinced everyone needs someone to help make things simpler and less complicated. I have dedicated my career to providing education, knowledge, and solutions that are simple and easy to understand.

My goal is to have my clients spend less time worrying and more time living.

I want to invite you to join our B.I.G. family by offering you a no-obligation quote for insurance. Contact my office today!


Kokomo Office

3415 S Lafountain St.
Unit J
Kokomo, Indiana 46902

Phone: (765) 450-4661

Office Hours:

Mon-Fri: 9:00am-5:00pm
Sat-Sun: Closed
Evenings and Weekends By Appointment",,Indiana,US,Kokomo,46902,3415 S Lafountain St,https://www.linkedin.com/company/brady-insurance-group-llc
23674217,Naked Wardrobe,Sculpted Streetwear™ ,2.0,CA,US,Northridge,91324,0,https://www.linkedin.com/company/nakedwardrobe
27097933,Staffing Theory,"Staffing Theory is a niche recruiting partner for the biopharma industry.  We conduct pre-clinical, clinical, commercial, and G&A placements globally, with experience in US, EU, Latin America, and Asia.

What does “staffing theory” mean?
It’s the behavioral effects of being over- or under-staffed.  Too few or too many employees, and the balance is off, the behavior of the staff reflects it, and company performance will suffer.  Ultimately, what an employer is looking for is “synomorphy,” the proper fit between employees and employers, and the right balance of headcount and behavior.  ",1.0,NC,US,Raleigh,27607,0,https://www.linkedin.com/company/staffing-theory
